Data from H2O_Subt9__5__00045.txt Node

Date: Tue Nov 04 10:20:32 EST 2025
User: brett
Spectrometer: USB4F03499
Trigger mode: 4
Integration Time (sec): 3.000000E-2
Scans to average: 15
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 1
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.386	-6.88315
345.605	-6.88315
345.824	-7.24328
346.044	-8.61323
346.263	-9.36117
346.482	-8.64079
346.701	-2.54182
346.92	4.66178
347.139	3.94461
347.358	-2.21448
347.577	-2.70175
347.796	1.40566
348.015	4.89099
348.234	3.71612
348.453	-2.57548
348.672	-0.13064
348.891	-8.08445
349.11	4.36694
349.329	6.1263
349.548	13.42745
349.767	15.87501
349.986	15.64709
350.205	18.74582
350.424	15.1272
350.643	18.8763
350.862	13.52942
351.08	11.9932
351.299	12.02374
351.518	17.04266
351.737	19.4202
351.956	15.73857
352.174	23.78454
352.393	21.93047
352.612	26.32687
352.831	25.38797
353.049	26.49567
353.268	23.79275
353.487	23.53197
353.705	26.39903
353.924	32.1314
354.143	30.20604
354.361	34.95909
354.58	32.42217
354.798	32.68044
355.017	29.91458
355.236	30.40232
355.454	28.05651
355.673	27.82515
355.891	30.55924
356.11	31.24461
356.328	37.13992
356.547	36.55359
356.765	42.22025
356.984	35.90474
357.202	34.63551
357.42	33.03863
357.639	34.59733
357.857	40.22521
358.076	40.84468
358.294	49.77326
358.512	51.79493
358.731	56.155
358.949	54.54792
359.167	52.71762
359.386	54.02295
359.604	45.55689
359.822	51.81632
360.04	51.68186
360.259	57.93374
360.477	56.82426
360.695	55.32365
360.913	60.08401
361.131	52.66164
361.35	52.07208
361.568	48.45654
361.786	49.42666
362.004	46.11832
362.222	46.47428
362.44	47.68863
362.658	52.49799
362.876	50.34939
363.094	56.56567
363.312	57.22468
363.53	57.8412
363.749	54.48443
363.967	52.6599
364.184	50.2825
364.402	49.54055
364.62	50.32272
364.838	49.48071
365.056	42.50435
365.274	34.81707
365.492	32.0827
365.71	32.08339
365.928	33.03092
366.146	32.37846
366.364	30.30032
366.581	28.37788
366.799	28.87166
367.017	30.43791
367.235	27.27815
367.453	28.05439
367.67	23.19869
367.888	25.83597
368.106	18.212
368.323	18.24219
368.541	9.77169
368.759	13.78342
368.977	20.29892
369.194	28.02382
369.412	26.19979
369.629	21.43967
369.847	22.51069
370.065	23.03241
370.282	23.65435
370.5	29.54852
370.717	28.82937
370.935	32.34607
371.152	29.80584
371.37	32.57406
371.588	31.14213
371.805	30.10391
372.022	32.21691
372.24	32.44624
372.457	27.42701
372.675	33.69275
372.892	31.47482
373.11	34.08066
373.327	26.65165
373.544	34.56628
373.762	35.02204
373.979	35.83111
374.196	29.48193
374.414	31.37234
374.631	34.76251
374.848	35.41234
375.066	41.46874
375.283	38.08047
375.5	39.28587
375.717	37.791
375.935	36.81262
376.152	40.25789
376.369	34.32931
376.586	35.98604
376.803	36.18882
377.02	42.2131
377.238	43.68515
377.455	44.26412
377.672	38.82766
377.889	35.73231
378.106	32.90988
378.323	40.62845
378.54	41.63485
378.757	40.42475
378.974	36.77456
379.191	40.29608
379.408	41.79455
379.625	40.51762
379.842	37.65554
380.059	37.9838
380.276	40.46695
380.493	41.7276
380.71	43.28585
380.927	40.99858
381.143	46.37727
381.36	44.15994
381.577	51.52696
381.794	50.89757
382.011	53.33661
382.228	50.62251
382.444	48.05751
382.661	50.6393
382.878	49.2171
383.095	51.4926
383.311	50.87394
383.528	52.11304
383.745	50.0348
383.962	48.96104
384.178	42.44684
384.395	42.5756
384.612	38.37165
384.828	39.05418
385.045	38.56194
385.261	41.59212
385.478	45.49914
385.695	41.72303
385.911	36.47965
386.128	38.56628
386.344	41.82681
386.561	45.40839
386.777	43.74501
386.994	51.09801
387.21	54.97352
387.427	55.46531
387.643	50.06714
387.86	48.63567
388.076	48.4108
388.292	44.65586
388.509	46.02357
388.725	37.97196
388.942	40.74745
389.158	32.24629
389.374	32.01859
389.591	30.71657
389.807	36.1869
390.023	48.01064
390.239	51.46393
390.456	45.60093
390.672	36.68152
390.888	32.70216
391.104	43.02232
391.321	47.57941
391.537	50.67706
391.753	46.24619
391.969	41.25913
392.185	40.57699
392.401	45.53469
392.618	51.72616
392.834	47.49109
393.05	46.6057
393.266	45.003
393.482	47.08439
393.698	42.62525
393.914	45.3627
394.13	50.51351
394.346	48.95221
394.562	48.50286
394.778	48.72252
394.994	49.21399
395.21	45.00738
395.426	41.33584
395.642	40.88254
395.858	44.33501
396.073	47.13093
396.289	50.41688
396.505	47.71452
396.721	46.38532
396.937	40.62188
397.153	38.40846
397.369	34.86136
397.584	40.00436
397.8	41.6278
398.016	38.00734
398.232	39.66361
398.447	43.05992
398.663	41.30391
398.879	36.84775
399.094	33.61825
399.31	41.00632
399.526	36.67541
399.741	35.5064
399.957	35.83694
400.173	38.37803
400.388	40.39738
400.604	36.9399
400.82	36.28737
401.035	38.17525
401.251	41.49948
401.466	47.20484
401.682	43.16429
401.897	43.6179
402.113	43.77517
402.328	46.64373
402.544	38.43939
402.759	33.97801
402.974	30.16411
403.19	36.42217
403.405	37.3329
